Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof,left_foot_height,right_foot_height
108,-0.6382122347131376,-0.6267508566379547,84.15253448486325,0.7157381133205409,0.47175330433684776,91.87765123509394,8.366702166666666,6.1538395,21.654638666666667,5.914378466666667,-5.619097733333334,-3.5468758000000005,8.489145100000002,-7.683599000000001,-26.098441333333334,5.919971333333334,-4.960397,5.159770833333334,0.3226428233333334,0.1796533,-2.2743252,0.16350379999999975,16.601875333333332,-32.317891333333336,59.54037533333334,1.9770672999999999,0.6430320666666667,9.180634666666666,2.394138173333333,-15.222672000000001,28.569933666666667,62.02448366666667,2.7264454333333337,0.08509964833333333,-10.301762,18.064766,13.160288999999999
109,-0.6751852342858906,-0.6321605741977692,84.15077972412108,0.7145890425842719,0.509384595223345,91.95398901024143,8.4171876875,6.140269437500001,21.799245625,5.92856635,-5.7597773750000005,-3.58480895,8.4472389875,-7.664125,-26.08577075,5.917710312500001,-5.1020351875,5.21922425,0.3028783012499999,0.2108502125,-2.312818,0.5707793749999999,16.539246875,-32.6912465,59.11215,1.9604116375,0.448044575,9.092784375,2.7686809625,-15.293661375,28.473258374999997,61.586040125,2.7248798625000004,0.120401115,-10.402815750000002,18.048651,13.166913999999998
110,-0.692181141115725,-0.6195577681064606,84.15602874755858,0.7254292638803268,0.5328234791891115,92.05040926532146,8.525917125,6.110157708333333,21.92927583333333,5.8501684916666665,-5.839996733333333,-3.596335983333333,8.416602708333333,-7.640845708333333,-26.037019333333333,5.9357316,-5.247924749999999,5.264591366666666,0.21991546249999994,0.23803982583333338,-2.3949121416666665,1.0555803,16.449694083333334,-33.17634875,58.794944,2.0771322666666667,0.3149529183333333,8.835105916666667,3.1362494916666663,-15.330666166666665,28.533856166666666,61.2786205,2.69348675,0.099398047,-10.481485458333333,18.037008,13.154802
111,-0.6908076116815209,-0.594780832529068,84.13634490966795,0.7182320211501977,0.6225977737246989,92.06382229665093,8.550347645833334,6.131801020833334,22.130438458333337,5.867955983333333,-6.020533708333334,-3.6525258083333334,8.3319666375,-7.592572416666667,-26.016688583333334,5.910575666666667,-5.4438463,5.3581854,0.11785445291666674,0.2439562933333333,-2.450153975,1.6710909958333326,16.341425833333336,-33.778070625,58.64951525,2.2822757416666666,0.04724481166666672,8.795096375000002,3.5159984504166664,-15.344077208333335,28.705649541666666,60.98884483333334,2.6941533833333335,0.11519805295833334,-10.663134166666666,18.027101000000002,13.146795000000001
112,-0.6692126104608178,-0.5632432997226715,84.1295928955078,0.7381831460828467,0.6982997705328615,91.99562756318025,8.623019,6.117335049999999,22.3559665,5.8431957,-6.092354,-3.7070627,8.228303149999999,-7.5691805,-25.9072295,5.91100635,-5.61109585,5.40449975,0.045334984999999994,0.236030935,-2.5132246,2.4435660049999997,16.194679999999998,-34.263196,58.5519325,2.3474949499999997,-0.0514251,8.6520705,3.9800944499999997,-15.3219165,28.8505945,60.7318705,2.755951,0.1476897815,-10.706987000000002,18.058471,13.104508
113,-0.6319811651483178,-0.5319017469882965,84.13107299804686,0.7063455878118502,0.7100754898654922,91.95006054444977,8.7494580625,6.169547408333333,22.5516175,5.834949075,-6.268230166666667,-3.762994308333333,8.195274495833333,-7.486226666666667,-25.841603916666667,5.918352333333333,-5.686948291666666,5.416243254166667,-0.016268623333333287,0.27772938999999996,-2.5513323249999997,3.230164725,16.02092275,-34.73320725,58.36291658333333,2.6303457708333333,0.009890822916666764,8.7040300625,4.514064220833333,-15.284785458333333,29.083043041666667,60.56462483333334,2.6961510041666665,0.20148155,-10.852104,18.060093000000002,13.085937999999999
114,-0.5765037843957543,-0.5048770010471344,84.11243438720702,0.7208423398651083,0.770472444346049,91.96674085080156,8.813981541666667,6.181682041666667,22.762182916666667,5.821095266666667,-6.413370083333334,-3.865397033333333,8.127592175,-7.4579775,-25.844046166666665,5.930054875,-5.8159815,5.397557333333333,-0.0723803925,0.33503527083333334,-2.5628685,3.947510125,15.8205825,-35.18203775,58.29524000000001,2.706632158333333,-0.07940138333333335,8.755413333333333,5.0721193583333335,-15.213456999999998,29.36542025,60.47493991666667,2.5765595083333332,0.2547636916666667,-10.988144083333335,18.043689,13.131986000000001
115,-0.5106098959222436,-0.4860166609287262,84.08394622802734,0.7117621284885428,0.8135688553000259,91.9934315605288,8.857024562500001,6.2099309625,22.866764625,5.8543684375,-6.6329684875,-4.0094639875,8.0724243125,-7.390969312499999,-25.804236500000002,5.9321448875,-5.9355305000000005,5.3635614375,-0.1474199375,0.41127642,-2.561279025,4.508431012499999,15.615413624999999,-35.613495125,58.33748625,2.781902575,-0.12170562499999996,8.778466250000001,5.5979168,-15.117651,29.688712625,60.48261112499999,2.4798924125,0.27582008375,-10.977108125,18.039875000000002,13.182261999999998
116,-0.4388373205438256,-0.4739440977573395,84.07366943359374,0.7003091474695469,0.8332269831936593,92.0274242598233,8.925842000000001,6.224900233333333,22.92526133333333,5.860462966666667,-6.798456666666667,-4.0906896999999995,8.041030533333334,-7.326826666666667,-25.776031333333336,5.935268,-6.036948466666667,5.328446100000001,-0.21310810333333333,0.4701221553333333,-2.5869594333333334,4.906414999999999,15.410447666666666,-36.051188333333336,58.430784,2.880803433333333,-0.20925875666666666,8.756103,6.0627306,-15.012174666666667,30.04349933333333,60.535798,2.2759152,0.20109924666666668,-11.088395333333334,18.064542,13.224205999999999
117,-0.366842539049685,-0.467125803232193,84.05914306640624,0.67026813980681,0.8607919871602243,92.0550978091683,9.0017084375,6.263407483333333,23.04128825,5.848794508333333,-6.991719916666668,-4.152639604166667,7.983824004166667,-7.249216125,-25.727038916666665,5.962392033333334,-6.147750541666667,5.285019904166667,-0.29510222541666675,0.53279825425,-2.610022579166667,5.150613754166666,15.217217208333333,-36.42138366666667,58.635459499999996,2.8647815999999997,-0.27115717500000003,8.740117666666668,6.387829525,-14.894543124999998,30.30965845833333,60.590846291666665,2.2967460875,0.24061184583333334,-11.023638375,18.066965,13.217742000000001
118,-0.2953162500634785,-0.46162548661231995,84.04175567626952,0.6485990697863109,0.8892265381863567,92.12191419054012,9.074406625000002,6.300384125,23.198584500000003,5.841044699999999,-7.1844793750000004,-4.19468215,7.940456725000001,-7.185264500000001,-25.711212,5.9781364,-6.261528649999999,5.235352375,-0.36364203,0.5793458375,-2.665318225,5.28788125,15.028712500000001,-36.766185,58.87006575,2.9446925,-0.24174165,8.7943025,6.618291425,-14.7744365,30.561929749999997,60.674849249999994,2.28782465,0.3011474075,-10.964522500000001,18.014984000000002,13.234172000000001
119,-0.2278483221307397,-0.452871710062027,84.03826904296874,0.6309926062214719,0.9107283804178001,92.2152801641039,9.132797270833334,6.3210993124999995,23.288225833333332,5.851705829166667,-7.349233354166667,-4.210741158333333,7.910866404166667,-7.116542375,-25.656241791666666,5.973368854166666,-6.342208020833333,5.199418395833334,-0.4151770904166666,0.6181838562499999,-2.7144222291666664,5.3346188125000005,14.867881041666667,-37.03055608333334,59.05027416666667,3.000369533333333,-0.27043963333333326,8.832203333333334,6.775592295833333,-14.659530750000002,30.747981499999998,60.737082208333334,2.2435331958333333,0.3179666125,-10.957009291666667,17.984511,13.198597
120,-0.16835692618042275,-0.43842020630836487,84.03088378906249,0.6055227607732003,0.9332551461784663,92.30571121444538,9.194398249999999,6.34041435,23.3701815,5.852257166666667,-7.504282333333333,-4.230777166666666,7.8814658333333325,-7.052442,-25.63062,5.975842833333333,-6.44780445,5.159026016666667,-0.456467505,0.6492493433333334,-2.77508375,5.294680833333333,14.724689333333334,-37.258159166666665,59.215639333333336,3.04748365,-0.3025976933333333,8.841124833333334,6.873751666666666,-14.5495745,30.911607833333335,60.78983583333333,2.1621821666666667,0.32582417499999994,-10.948941,17.947571,13.191241999999999
121,-0.11748173926025718,-0.4174889624118805,84.01361083984374,0.5816809382199372,0.9730731802294035,92.3917666126779,9.2401484375,6.3486583125000005,23.445276250000003,5.845729587499999,-7.64525285,-4.2441287999999995,7.8279712625,-7.005276075,-25.629506375,5.998336575000001,-6.561894,5.1334928125,-0.49643164500000003,0.67282074625,-2.8157540250000004,5.2246299249999995,14.605432500000001,-37.43453275,59.31613125,3.1341146249999996,-0.35667842,8.85921125,6.9132641375,-14.448649125000001,31.028976625,60.837531125,2.0596241375,0.31590666875,-10.964288250000001,17.934261,13.193349000000001
122,-0.07354238722473383,-0.3926638662815094,84.00234985351562,0.5617068049103433,1.0011290158476536,92.48764225981392,9.290838125,6.349002266666666,23.510659250000003,5.846591883333334,-7.7821705833333334,-4.245936266666666,7.792012775,-6.961661083333334,-25.623191,6.0071824750000005,-6.671110333333333,5.106938508333333,-0.5348141366666667,0.6874480166666666,-2.8649859333333336,5.123194116666666,14.50357275,-37.58632741666666,59.38861416666666,3.2283230249999995,-0.39935728333333326,8.874252250000001,6.92266695,-14.355448,31.1242705,60.88629808333333,1.9518817750000002,0.30863579583333334,-10.980182166666667,17.89345,13.184873
123,-0.03809765074402094,-0.36645784974098206,83.99205780029295,0.5410139920996581,1.0279369965167031,92.58017012456958,9.339354979166668,6.3426697875,23.559242458333333,5.847270925,-7.910747041666667,-4.243957220833333,7.756745704166667,-6.9226745125,-25.624531166666667,6.015077145833333,-6.774702275,5.0837016875000005,-0.5702104733333333,0.6965625733333334,-2.9023521583333336,5.0181850416666665,14.418250916666667,-37.709279375,59.4159675,3.3294352666666667,-0.4475630583333334,8.888791416666669,6.9042918,-14.27052825,31.192324041666666,60.92614029166666,1.8276839125,0.2908146729166667,-11.001204791666668,17.868094,13.199485
124,-0.010875494219362736,-0.3417285978794098,83.9913101196289,0.5191040244688084,1.0499130806857977,92.66854539024855,9.3915205,6.3319845,23.59758,5.8455286,-8.032918,-4.2418222,7.7223773,-6.885315,-25.620272,6.02576,-6.877355,5.0566335,-0.60325253,0.7019742,-2.936106,4.914177,14.34507,-37.815674,59.4201,3.4269187,-0.4937948,8.90084,6.8692904,-14.192892,31.244549,60.960117,1.7018363,0.27036905,-11.024012,17.867614,13.185675
